Year,Month,wellAPI,boreID,compSubId,BHP,Qo,Qw,Qg,Qs,CompL,FlowDays,Pressure,Status
2011,1,2ECFC84062,00,00,0,16.452917,53.155577,14.211742,0,63.97638,31,0,1
2011,2,2ECFC84062,00,00,14.7,19.1592,62.421911,13.880127,0,63.97638,28,0,1
2011,3,2ECFC84062,00,00,14.7,20.715782,60.264095,14.098249,0,63.97638,31,0,1
2011,4,2ECFC84062,00,00,14.7,28.794735,45.695992,14.058307,0,63.97638,27.99999,0,1
2011,5,2ECFC84062,00,00,14.7,29.947596,48.664843,14.011947,0,63.97638,31,0,1
2011,6,2ECFC84062,00,00,14.7,29.970928,46.829576,14.022864,0,63.97638,30,0,1
2011,7,2ECFC84062,00,00,14.7,28.827604,56.401834,14.074355,0,63.97638,29.999971,0,1
2011,8,2ECFC84062,00,00,14.7,21.722151,51.749831,14.34834,0,63.97638,26.999977,0,1
2011,9,2ECFC84062,00,00,14.7,24.131891,55.68898,13.89647,0,63.97638,30,0,1
2011,10,2ECFC84062,00,00,14.7,21.819542,71.069365,14.00088,0,63.97638,31,0,1
2011,11,2ECFC84062,00,00,14.7,24.953759,71.742058,14.010504,0,63.97638,30,0,1
2011,12,2ECFC84062,00,00,0,19.532893,56.708399,14.150853,0,63.97638,23.999983,0,1
2012,1,2ECFC84062,00,00,0,24.540391,72.362691,14.131707,0,63.97638,29.999971,0,1
2012,2,2ECFC84062,00,00,0,23.788483,88.26779,14.059209,0,63.97638,26.999986,0,1
2012,3,2ECFC84062,00,00,14.7,24.91575,91.56538,13.989163,0,63.97638,31,0,1
2012,4,2ECFC84062,00,00,0,24.320586,92.293504,14.005131,0,63.97638,28.99998,0,1
2012,5,2ECFC84062,00,00,0,24.530245,93.08914,14.125865,0,63.97638,31,0,1
2012,6,2ECFC84062,00,00,0,10.017565,38.191968,0,0,63.97638,12,0,1
2012,7,2ECFC84062,00,00,14.7,24.530245,94.976079,14.125865,0,63.97638,31,0,1
2012,8,2ECFC84062,00,00,14.7,16.42654,65.70616,28.377916,0,63.97638,29.999971,0,1
2012,9,2ECFC84062,00,00,14.7,11.111992,47.716199,44.039461,0,63.97638,27.99999,0,1
2012,10,2ECFC84062,00,00,14.7,18.881593,44.463108,27.358022,0,63.97638,31,0,1
2012,11,2ECFC84062,00,00,14.7,25.700149,42.221674,13.742449,0,63.97638,30,0,1
2012,12,2ECFC84062,00,00,14.7,16.075528,27.204741,0,0,63.97638,18.999993,0,1
2013,1,2ECFC84062,00,00,14.7,24.532275,43.403255,14.127034,0,63.97638,29.999971,0,1
2013,2,2ECFC84062,00,00,14.7,26.740664,30.560758,14.298835,0,63.97638,28,0,1
2013,3,2ECFC84062,00,00,14.7,27.131385,29.069341,14.507762,0,63.97638,31,0,1
2013,4,2ECFC84062,00,00,14.7,25.731599,25.731599,13.759265,0,63.97638,28.99998,0,1
2013,5,2ECFC84062,00,00,14.7,25.751685,25.751685,13.770006,0,63.97638,31,0,1
2013,6,2ECFC84062,00,00,14.7,26.085924,27.328111,13.948731,0,63.97638,30,0,1
2013,7,2ECFC84062,00,00,14.7,22.391711,75.261031,13.96891,0,63.97638,31,0,1
2013,8,2ECFC84062,00,00,14.7,21.766789,91.420514,13.96703,0,63.97638,31,0,1
2013,9,2ECFC84062,00,00,14.7,21.240677,94.61756,14.455469,0,63.97638,28.99998,0,1
2013,10,2ECFC84062,00,00,14.7,21.42998,98.058394,14.584299,0,63.97638,31,0,1
2013,11,2ECFC84062,00,00,14.7,17.88192,81.462081,14.874012,0,63.97638,24,0,1
2013,12,2ECFC84062,00,00,14.7,21.283894,94.810072,14.48488,0,63.97638,28.999973,0,1
2014,1,2ECFC84062,00,00,14.7,19.258982,82.005988,13.952415,0,63.97638,26.999977,0,1
2014,2,2ECFC84062,00,00,14.7,21.787441,97.732233,13.980282,0,63.97638,28,0,1
2014,3,2ECFC84062,00,00,0,20.435784,65.022951,13.907694,0,63.97638,31,0,1
2014,4,2ECFC84062,00,00,0,20.404133,45.136416,13.886153,0,63.97638,30,0,1
2014,5,2ECFC84062,00,00,14.7,19.516661,43.440311,14.139094,0,63.97638,29.999971,0,1
2014,6,2ECFC84062,00,00,14.7,20.515252,45.382225,13.961777,0,63.97638,30,0,1
2014,7,2ECFC84062,00,00,0,14.598438,66.645045,14.254643,0,63.97638,31,0,1
2014,8,2ECFC84062,00,00,0,11.277014,80.265809,0,0,63.97638,31,0,1
2014,9,2ECFC84062,00,00,14.7,10.495591,70.999583,13.865506,0,63.97638,30,0,1
2014,10,2ECFC84062,00,00,0,10.392384,71.447639,14.587234,0,63.97638,31,0,1
2014,11,2ECFC84062,00,00,14.7,10.097236,70.049577,14.172951,0,63.97638,30,0,1
2014,12,2ECFC84062,00,00,14.7,10.428905,60.733037,0,0,63.97638,31,0,1
2015,1,2ECFC84062,00,00,0,11.068031,44.272123,14.621744,0,63.97638,31,0,1
2015,2,2ECFC84062,00,00,0,11.287956,45.815824,14.912284,0,63.97638,28,0,1
2015,3,2ECFC84062,00,00,14.7,13.997864,130.434632,14.289493,0,63.97638,31,0,1
2015,4,2ECFC84062,00,00,0,14.235929,129.980225,13.90067,0,63.97638,30,0,1
2015,5,2ECFC84062,00,00,14.7,14.789162,137.603502,14.440874,0,63.97638,31,0,1
2015,6,2ECFC84062,00,00,14.7,12.221094,109.346632,0,0,63.97638,24.99999,0,1
2015,7,2ECFC84062,00,00,0,4.341995,47.038286,0,0,63.97638,9.99998,0,1
2015,8,2ECFC84062,00,00,0,14.026269,128.149089,14.31849,0,63.97638,31,0,1
2015,9,2ECFC84062,00,00,14.7,14.412043,131.58822,14.072637,0,63.97638,30,0,1
2015,10,2ECFC84062,00,00,0,14.636989,132.36929,14.292285,0,63.97638,31,0,1
2015,11,2ECFC84062,00,00,14.7,14.615414,135.986897,14.271218,0,63.97638,30,0,1
2015,12,2ECFC84062,00,00,0,14.641047,136.225389,14.296247,0,63.97638,31,0,1
2016,1,2ECFC84062,00,00,14.7,13.918733,137.399811,14.208715,0,63.97638,29.999971,0,1
2016,2,2ECFC84062,00,00,14.7,13.999157,141.433895,14.125865,0,63.97638,29,0,1
2016,3,2ECFC84062,00,00,0,13.935776,142.291659,14.125865,0,63.97638,31,0,1
2016,4,2ECFC84062,00,00,14.7,13.453477,141.424207,14.125865,0,63.97638,30,0,1
2016,5,2ECFC84062,00,00,0,13.090305,142.472237,14.125865,0,63.97638,31,0,1
2016,6,2ECFC84062,00,00,14.7,13.434608,141.952548,14.125865,0,63.97638,30,0,1
2016,7,2ECFC84062,00,00,0,13.208594,146.855012,14.125865,0,63.97638,31,0,1
2016,8,2ECFC84062,00,00,14.7,3.582958,41.010959,0,0,63.97638,8.999982,0,1
2016,9,2ECFC84062,00,00,0,7.894965,87.84218,0,0,63.97638,16.99998,0,1
2016,10,2ECFC84062,00,00,14.7,32.131985,110.483499,13.214519,0,63.97638,28.999973,0,1
2016,11,2ECFC84062,00,00,0,33.795341,114.81958,14.125865,0,63.97638,30,0,1
2016,12,2ECFC84062,00,00,14.7,34.356547,113.216518,14.125865,0,63.97638,31,0,1
2017,1,2ECFC84062,00,00,14.7,28.967805,96.669865,11.8475,0,63.97638,25.999979,0,1
2017,2,2ECFC84062,00,00,14.7,22.145286,101.606211,12.107884,0,63.97638,23.999976,0,1
2017,3,2ECFC84062,00,00,0,26.539129,120.449999,14.125865,0,63.97638,31,0,1
2017,4,2ECFC84062,00,00,14.7,26.7799,117.810592,14.125865,0,63.97638,30,0,1
2017,5,2ECFC84062,00,00,14.7,26.868025,115.822327,14.125865,0,63.97638,31,0,1
2017,6,2ECFC84062,00,00,0,22.014323,80.164842,14.125865,0,63.97638,30,0,1
2017,7,2ECFC84062,00,00,0,22.423363,80.341729,14.125865,0,63.97638,31,0,1
2017,8,2ECFC84062,00,00,0,22.12267,78.036413,14.125865,0,63.97638,31,0,1
2017,9,2ECFC84062,00,00,14.7,21.802985,77.568829,14.125865,0,63.97638,30,0,1
2017,10,2ECFC84062,00,00,0,25.335949,99.195933,13.670192,0,63.97638,29.999971,0,1
2017,11,2ECFC84062,00,00,0,27.965948,106.000432,13.655003,0,63.97638,28.99998,0,1
2017,12,2ECFC84062,00,00,14.7,28.818271,107.530942,14.125865,0,63.97638,31,0,1
2018,1,2ECFC84062,00,00,0,27.728916,108.709165,13.670192,0,63.97638,29.999971,0,1
2018,2,2ECFC84062,00,00,0,27.205884,99.147344,13.621369,0,63.97638,26.99998,0,1
2018,3,2ECFC84062,00,00,0,27.965698,81.834849,13.670192,0,63.97638,29.999971,0,1
2018,4,2ECFC84062,00,00,0,28.130741,464.801819,13.819805,0,63.97638,28.99998,0,1
2018,5,2ECFC84062,00,00,14.7,28.058624,735.389774,14.048401,0,63.97638,31,0,1
2018,6,2ECFC84062,00,00,0,28.906902,726.328833,13.961064,0,63.97638,30,0,1
2018,7,2ECFC84062,00,00,0,27.462717,714.716198,13.460582,0,63.97638,29.999971,0,1
2018,8,2ECFC84062,00,00,14.7,29.099283,711.30327,14.071185,0,63.97638,31,0,1
2018,9,2ECFC84062,00,00,0,28.9893,406.709998,13.716215,0,63.97638,28.99998,0,1
2018,10,2ECFC84062,00,00,0,28.087234,159.491437,13.615511,0,63.97638,29.999971,0,1
2018,11,2ECFC84062,00,00,0,27.802832,157.483968,13.80097,0,63.97638,28.99998,0,1
2018,12,2ECFC84062,00,00,0,29.173746,76.201007,14.098525,0,63.97638,31,0,1
2005,1,2ECFC84080,00,00,0,21.847948,204.342571,14.431434,0,52.49344,29.999971,0,1
2005,2,2ECFC84080,00,00,0,12.655989,172.754257,0,0,52.49344,18.999988,0,1
2005,3,2ECFC84080,00,00,0,16.319005,314.896354,13.573994,0,52.49344,31,0,1
2005,4,2ECFC84080,00,00,0,29.794814,334.716207,14.237069,0,52.49344,30,0,1
2005,5,2ECFC84080,00,00,0,17.199578,334.436228,0,0,52.49344,28.999973,0,1
2005,6,2ECFC84080,00,00,0,17.133433,328.073519,0,0,52.49344,30,0,1
2005,7,2ECFC84080,00,00,0,11.283101,388.271425,0,0,52.49344,29.999971,0,1
2005,8,2ECFC84080,00,00,0,7.912982,397.4752,0,0,52.49344,29.999971,0,1
2005,9,2ECFC84080,00,00,0,11.575341,434.075289,0,0,52.49344,30,0,1
2005,10,2ECFC84080,00,00,0,2.217664,83.532013,0,0,52.49344,5.999988,0,1
2005,12,2ECFC84080,00,00,0,2.978528,352.21091,0,0,52.49344,19.999991,0,1
2006,3,2ECFC84080,00,00,0,6.93299,298.11857,0,0,52.49344,24.999981,0,1
2006,4,2ECFC84080,00,00,0,7.377943,152.477488,0,0,52.49344,21,0,1
2006,5,2ECFC84080,00,00,0,6.070678,304.748027,0,0,52.49344,25.999979,0,1
2006,6,2ECFC84080,00,00,0,4.696389,354.241903,0,0,52.49344,24.99999,0,1
2006,7,2ECFC84080,00,00,0,10.548615,328.984914,0,0,52.49344,29.999971,0,1
2006,8,2ECFC84080,00,00,0,7.462551,168.768466,0,0,52.49344,18.999993,0,1
2006,10,2ECFC84080,00,00,0,4.816775,185.789872,0,0,52.49344,17.999995,0,1
2006,11,2ECFC84080,00,00,0,6.686064,296.192647,0,0,52.49344,28.99998,0,1
2006,12,2ECFC84080,00,00,0,4.979092,226.193036,0,0,52.49344,20.999989,0,1
2007,3,2ECFC84080,00,00,0,6.638789,275.509766,0,0,52.49344,27.999975,0,1
2007,4,2ECFC84080,00,00,0,5.916612,218.914624,0,0,52.49344,24,0,1
2007,5,2ECFC84080,00,00,0,0,142.839478,0,0,52.49344,19.999991,0,1
2007,6,2ECFC84080,00,00,0,0,6.457535,0,0,52.49344,3.99999,0,1
2007,7,2ECFC84080,00,00,0,0,138.375748,0,0,52.49344,19.999991,0,1
2007,8,2ECFC84080,00,00,0,0,55.999567,0,0,52.49344,12.999974,0,1
2007,9,2ECFC84080,00,00,0,0,22.475576,0,0,52.49344,7.99998,0,1
2007,10,2ECFC84080,00,00,0,3.390409,271.232694,0,0,52.49344,28.999973,0,1
2007,11,2ECFC84080,00,00,0,3.5789,252.568087,0,0,52.49344,30,0,1
2007,12,2ECFC84080,00,00,0,3.599393,225.733331,0,0,52.49344,31,0,1
2008,1,2ECFC84080,00,00,0,3.504031,271.562402,0,0,52.49344,29.999971,0,1
2008,2,2ECFC84080,00,00,0,1.533412,104.78312,0,0,52.49344,11.999997,0,1
2005,1,2ECFC8408A,00,00,0,53.747413,466.021673,28.401834,0,49.2126,26.999977,0,1
2005,2,2ECFC8408A,00,00,0,30.790849,481.342654,14.11248,0,49.2126,21.999992,0,1
2005,3,2ECFC8408A,00,00,0,32.394533,559.428672,13.990916,0,49.2126,29.999971,0,1
2005,4,2ECFC8408A,00,00,0,37.816415,571.027861,14.154901,0,49.2126,30,0,1
2005,5,2ECFC8408A,00,00,0,27.02385,626.695939,14.450261,0,49.2126,29.999971,0,1
2005,6,2ECFC8408A,00,00,0,37.244041,599.060952,14.176942,0,49.2126,28.99998,0,1
2005,7,2ECFC8408A,00,00,0,38.475355,562.623226,14.165456,0,49.2126,29.999971,0,1
2005,8,2ECFC8408A,00,00,0,28.486738,579.230325,14.217,0,49.2126,31,0,1
2005,9,2ECFC8408A,00,00,0,30.820053,569.856478,14.125865,0,49.2126,30,0,1
2005,10,2ECFC8408A,00,00,0,33.039746,480.634787,14.00034,0,49.2126,29.999971,0,1
2005,11,2ECFC8408A,00,00,0,36.042689,489.061997,13.956192,0,49.2126,28.99998,0,1
2005,12,2ECFC8408A,00,00,0,32.286997,550.120775,13.944472,0,49.2126,31,0,1
2006,1,2ECFC8408A,00,00,0,29.551945,558.917248,0,0,49.2126,29.999971,0,1
2006,2,2ECFC8408A,00,00,0,32.408229,570.260175,0,0,49.2126,28,0,1
2006,3,2ECFC8408A,00,00,0,22.836056,595.006111,0,0,49.2126,31,0,1
2006,4,2ECFC8408A,00,00,0,21.890623,567.279879,0,0,49.2126,28.99998,0,1
2006,5,2ECFC8408A,00,00,0,25.396616,561.900119,0,0,49.2126,29.999971,0,1
2006,6,2ECFC8408A,00,00,0,21.04779,537.337681,0,0,49.2126,28.99998,0,1
2006,7,2ECFC8408A,00,00,0,29.576294,563.235515,14.439883,0,49.2126,31,0,1
2006,8,2ECFC8408A,00,00,0,26.565302,545.853707,0,0,49.2126,29.999971,0,1
2006,9,2ECFC8408A,00,00,0,31.776104,668.520304,13.723821,0,49.2126,30,0,1
2006,10,2ECFC8408A,00,00,0,30.302664,601.540136,14.479738,0,49.2126,31,0,1
2006,11,2ECFC8408A,00,00,0,30.365089,645.41967,14.509567,0,49.2126,30,0,1
2006,12,2ECFC8408A,00,00,0,30.980341,633.516373,14.199331,0,49.2126,29.999971,0,1
2007,1,2ECFC8408A,00,00,0,29.921218,655.720327,14.29747,0,49.2126,31,0,1
2007,2,2ECFC8408A,00,00,0,29.885567,673.724629,14.590878,0,49.2126,28,0,1
2007,3,2ECFC8408A,00,00,0,30.000348,660.645969,14.335281,0,49.2126,31,0,1
2007,4,2ECFC8408A,00,00,0,30.212037,656.951123,14.436434,0,49.2126,30,0,1
2007,5,2ECFC8408A,00,00,0,29.018326,608.740004,14.482303,0,49.2126,31,0,1
2007,6,2ECFC8408A,00,00,0,25.551291,624.090283,0,0,49.2126,28.99998,0,1
2007,7,2ECFC8408A,00,00,0,26.624143,639.613323,14.236528,0,49.2126,31,0,1
2007,8,2ECFC8408A,00,00,0,26.041829,592.610395,0,0,49.2126,31,0,1
2007,9,2ECFC8408A,00,00,0,24.364614,497.912744,0,0,49.2126,30,0,1
2007,10,2ECFC8408A,00,00,0,24.410536,461.922474,14.05693,0,49.2126,31,0,1
2007,11,2ECFC8408A,00,00,0,23.603548,397.533431,0,0,49.2126,28.99998,0,1
2007,12,2ECFC8408A,00,00,0,24.430826,368.968114,0,0,49.2126,31,0,1
2008,1,2ECFC8408A,00,00,0,23.972278,430.886353,0,0,49.2126,31,0,1
2008,2,2ECFC8408A,00,00,0,24.530246,479.912242,0,0,49.2126,29,0,1
2008,3,2ECFC8408A,00,00,0,23.205328,469.751105,14.085224,0,49.2126,29.999971,0,1
2008,4,2ECFC8408A,00,00,0,23.567905,461.434776,0,0,49.2126,30,0,1
2008,5,2ECFC8408A,00,00,0,26.163566,470.306054,0,0,49.2126,31,0,1
2008,6,2ECFC8408A,00,00,0,25.255671,636.442898,0,0,49.2126,30,0,1
2008,7,2ECFC8408A,00,00,0,25.638063,657.835179,0,0,49.2126,31,0,1
2008,8,2ECFC8408A,00,00,0,23.160691,633.476184,0,0,49.2126,27.999975,0,1
2008,9,2ECFC8408A,00,00,0,22.643304,377.388407,14.125865,0,49.2126,30,0,1
2008,10,2ECFC8408A,00,00,0,25.20995,594.954854,14.154344,0,49.2126,31,0,1
2008,11,2ECFC8408A,00,00,0,27.499035,839.345508,14.035973,0,49.2126,30,0,1
2008,12,2ECFC8408A,00,00,0,25.836903,752.421021,14.152539,0,49.2126,28.999973,0,1
2009,1,2ECFC8408A,00,00,0,26.506462,842.526852,14.173602,0,49.2126,31,0,1
2009,2,2ECFC8408A,00,00,0,26.736171,872.108464,14.296432,0,49.2126,28,0,1
2009,3,2ECFC8408A,00,00,0,27.835439,894.529785,14.207679,0,49.2126,31,0,1
2009,4,2ECFC8408A,00,00,0,27.10697,930.027209,14.494707,0,49.2126,30,0,1
2009,5,2ECFC8408A,00,00,0,26.360376,975.333949,14.439279,0,49.2126,31,0,1
2009,6,2ECFC8408A,00,00,0,26.293488,926.043852,14.40264,0,49.2126,30,0,1
2009,7,2ECFC8408A,00,00,0,26.417188,818.932818,14.125865,0,49.2126,31,0,1
2009,8,2ECFC8408A,00,00,0,26.206175,905.710965,14.354813,0,49.2126,29.999971,0,1
2009,9,2ECFC8408A,00,00,0,27.41517,930.246606,13.993167,0,49.2126,30,0,1
2009,10,2ECFC8408A,00,00,0,28.502968,882.325262,14.225101,0,49.2126,31,0,1
2009,11,2ECFC8408A,00,00,0,30.352511,895.721956,14.503556,0,49.2126,30,0,1
2009,12,2ECFC8408A,00,00,0,27.425587,847.699931,13.998484,0,49.2126,29.999971,0,1
2010,1,2ECFC8408A,00,00,0,25.394587,850.718679,14.25801,0,49.2126,31,0,1
2010,2,2ECFC8408A,00,00,0,23.687861,793.543348,13.999742,0,49.2126,28,0,1
2010,3,2ECFC8408A,00,00,0,23.335184,845.112009,14.164043,0,49.2126,31,0,1
2010,4,2ECFC8408A,00,00,0,23.047948,829.103239,13.989696,0,49.2126,30,0,1
2010,5,2ECFC8408A,00,00,0,22.535768,842.587335,14.05878,0,49.2126,31,0,1
2010,6,2ECFC8408A,00,00,0,24.905537,825.618595,0,0,49.2126,30,0,1
2010,7,2ECFC8408A,00,00,0,25.076039,831.270693,0,0,49.2126,31,0,1
2010,8,2ECFC8408A,00,00,0,27.372832,824.917662,13.971558,0,49.2126,31,0,1
2010,9,2ECFC8408A,00,00,0,24.037546,685.994548,13.842141,0,49.2126,25.99998,0,1
2010,10,2ECFC8408A,00,00,0,27.192255,840.370161,14.540311,0,49.2126,31,0,1
2010,11,2ECFC8408A,00,00,0,26.492665,841.457503,14.166224,0,49.2126,30,0,1
2010,12,2ECFC8408A,00,00,0,23.272283,822.706697,14.125865,0,49.2126,31,0,1
2011,1,2ECFC8408A,00,00,0,22.403886,792.848617,13.976505,0,49.2126,29.999971,0,1
2011,2,2ECFC8408A,00,00,0,23.211632,809.897805,14.08905,0,49.2126,28,0,1
2011,3,2ECFC8408A,00,00,0,19.599849,719.68196,13.755631,0,49.2126,31,0,1
2011,4,2ECFC8408A,00,00,0,15.818864,733.599809,0,0,49.2126,28.99998,0,1
2011,5,2ECFC8408A,00,00,0,15.020464,851.595014,0,0,49.2126,29.999971,0,1
2011,6,2ECFC8408A,00,00,0,17.468889,808.744865,0,0,49.2126,28.99998,0,1
2011,7,2ECFC8408A,00,00,0,19.305649,797.759246,0,0,49.2126,29.999971,0,1
2011,8,2ECFC8408A,00,00,0,18.753768,803.911527,14.039287,0,49.2126,29.999971,0,1
2011,9,2ECFC8408A,00,00,0,18.722658,851.880949,14.015997,0,49.2126,28.99998,0,1
2011,10,2ECFC8408A,00,00,0,18.10044,900.496889,14.518069,0,49.2126,28.999973,0,1
2011,11,2ECFC8408A,00,00,0,18.594765,791.605701,14.914559,0,49.2126,28.99998,0,1
2011,12,2ECFC8408A,00,00,0,18.067976,747.239908,14.492031,0,49.2126,28.999973,0,1
2012,1,2ECFC8408A,00,00,0,19.001303,791.720955,14.224595,0,49.2126,31,0,1
2012,2,2ECFC8408A,00,00,0,17.732917,753.320569,14.750073,0,49.2126,25.999979,0,1
2012,3,2ECFC8408A,00,00,0,19.991441,704.546804,13.605294,0,49.2126,29.999971,0,1
2012,4,2ECFC8408A,00,00,0,19.710158,729.275822,13.833047,0,49.2126,28.99998,0,1
2012,5,2ECFC8408A,00,00,0,19.463908,727.699042,14.100876,0,49.2126,29.999971,0,1
2012,6,2ECFC8408A,00,00,0,18.684919,754.484143,14.470082,0,49.2126,27.99999,0,1
2012,7,2ECFC8408A,00,00,0,16.359584,667.596869,0,0,49.2126,24.999981,0,1
2012,8,2ECFC8408A,00,00,0,17.982761,754.633671,14.423679,0,49.2126,27.999975,0,1
2012,9,2ECFC8408A,00,00,0,18.301241,787.607003,14.679128,0,49.2126,27.99999,0,1
2012,10,2ECFC8408A,00,00,0,18.37638,793.465848,14.739397,0,49.2126,28.999973,0,1
2012,11,2ECFC8408A,00,00,0,19.102142,777.642061,13.838791,0,49.2126,28.99998,0,1
2012,12,2ECFC8408A,00,00,0,19.112896,797.809306,13.846581,0,49.2126,29.999971,0,1
2013,1,2ECFC8408A,00,00,0,17.777834,793.653305,14.259312,0,49.2126,28.999973,0,1
2013,2,2ECFC8408A,00,00,0,17.341895,784.881335,14.424825,0,49.2126,24.999996,0,1
2013,3,2ECFC8408A,00,00,0,11.731504,490.253386,0,0,49.2126,18.999993,0,1
2013,4,2ECFC8408A,00,00,0,18.154479,811.764551,14.561413,0,49.2126,28.99998,0,1
2013,5,2ECFC8408A,00,00,0,18.461597,826.815792,14.807747,0,49.2126,31,0,1
2013,6,2ECFC8408A,00,00,0,17.510821,792.526794,14.565336,0,49.2126,27.99999,0,1
2013,7,2ECFC8408A,00,00,0,20.46419,591.053963,13.517408,0,49.2126,31,0,1
2013,8,2ECFC8408A,00,00,0,21.005925,578.280766,13.875245,0,49.2126,31,0,1
2013,9,2ECFC8408A,00,00,0,21.387439,597.626147,13.723615,0,49.2126,30,0,1
2013,10,2ECFC8408A,00,00,0,19.898107,575.801484,13.964955,0,49.2126,28.999973,0,1
2013,11,2ECFC8408A,00,00,0,21.045693,592.374349,13.901513,0,49.2126,28.99998,0,1
2013,12,2ECFC8408A,00,00,0,21.338676,593.215206,13.692325,0,49.2126,29.999971,0,1
2014,1,2ECFC8408A,00,00,0,20.750275,571.853163,13.706378,0,49.2126,28.999973,0,1
2014,2,2ECFC8408A,00,00,0,20.250931,593.413631,13.781891,0,49.2126,26.99998,0,1
2014,3,2ECFC8408A,00,00,0,20.805057,609.465787,13.742564,0,49.2126,29.999971,0,1
2014,4,2ECFC8408A,00,00,0,22.014323,631.49657,14.125865,0,49.2126,30,0,1
2014,5,2ECFC8408A,00,00,0,20.729985,580.439587,13.692975,0,49.2126,29.999971,0,1
2014,6,2ECFC8408A,00,00,0,22.068834,619.188452,14.160843,0,49.2126,30,0,1
2014,7,2ECFC8408A,00,00,0,20.344481,597.387941,13.845557,0,49.2126,31,0,1
2014,8,2ECFC8408A,00,00,0,8.550079,695.610017,0,0,49.2126,28.999973,0,1
2014,9,2ECFC8408A,00,00,0,3.182642,276.253345,0,0,49.2126,9.99999,0,1
2014,10,2ECFC8408A,00,00,0,0.803472,85.97151,0,0,49.2126,2.999994,0,1
2014,12,2ECFC8408A,00,00,0,4.475907,452.812654,0,0,49.2126,15.999999,0,1
2015,1,2ECFC8408A,00,00,0,5.125178,503.731778,0,0,49.2126,18.999993,0,1
2015,2,2ECFC8408A,00,00,0,2.772008,259.875706,0,0,49.2126,8.999984,0,1
2015,4,2ECFC8408A,00,00,0,0.993789,126.211262,0,0,49.2126,3,0,1
2015,6,2ECFC8408A,00,00,0,1.452945,128.585661,0,0,49.2126,4.99998,0,1
2015,7,2ECFC8408A,00,00,0,0.884631,99.078658,0,0,49.2126,2.999994,0,1
2015,10,2ECFC8408A,00,00,0,0.890718,103.323265,0,0,49.2126,2.999994,0,1
2016,1,2ECFC8408A,00,00,0,0.570141,50.862218,0,0,49.2126,1.999996,0,1
2016,5,2ECFC8408A,00,00,0,0,4.098519,0,0,19.68504,0,0,1
2016,11,2ECFC8408A,00,00,0,1.74605,156.710325,0,0,49.2126,6,0,1
2016,12,2ECFC8408A,00,00,0,3.099049,275.49597,0,0,49.2126,10.999978,0,1
2017,1,2ECFC8408A,00,00,0,2.007869,183.513016,0,0,49.2126,6.999986,0,1
2017,2,2ECFC8408A,00,00,0,0,14.245738,0,0,49.2126,0.999992,0,1
2017,3,2ECFC8408A,00,00,0,1.102542,121.995463,0,0,49.2126,3.999992,0,1
2005,1,2ECFC84094,00,00,0,22.19896,236.57748,14.24434,0,62.33596,29.999971,0,1
2005,2,2ECFC84094,00,00,14.7,19.725284,202.18415,13.843663,0,62.33596,23.999976,0,1
2005,3,2ECFC84094,00,00,14.7,12.179906,133.302306,0,0,62.33596,15.999999,0,1
2005,4,2ECFC84094,00,00,14.7,18.284468,299.486961,0,0,62.33596,25.99998,0,1
2005,5,2ECFC84094,00,00,0,7.348929,202.429584,0,0,62.33596,11.999976,0,1
2005,6,2ECFC84094,00,00,14.7,12.843785,398.79953,0,0,62.33596,25.99998,0,1
2005,7,2ECFC84094,00,00,14.7,16.124224,394.423326,0,0,62.33596,29.999971,0,1
2005,8,2ECFC84094,00,00,0,1.966072,77.332159,0,0,62.33596,5.999988,0,1
2005,9,2ECFC84094,00,00,14.7,9.76178,421.058101,0,0,62.33596,28.99998,0,1
2005,10,2ECFC84094,00,00,14.7,5.37677,403.929848,0,0,62.33596,29.999971,0,1
2005,11,2ECFC84094,00,00,0,1.159421,70.144972,0,0,62.33596,6,0,1
2005,12,2ECFC84094,00,00,14.7,6.620529,365.453194,0,0,62.33596,27.999975,0,1
2006,1,2ECFC84094,00,00,14.7,4.141128,243.734933,0,0,62.33596,20.999989,0,1
2006,2,2ECFC84094,00,00,0,7.260234,201.96651,0,0,62.33596,15.999984,0,1
2006,3,2ECFC84094,00,00,0,27.038052,184.864828,0,0,62.33596,28.999973,0,1
2006,4,2ECFC84094,00,00,0,28.329289,211.52536,14.138422,0,62.33596,28.99998,0,1
2006,5,2ECFC84094,00,00,0,29.079197,238.32298,14.197188,0,62.33596,31,0,1
2006,6,2ECFC84094,00,00,0,14.361725,151.734753,0,0,62.33596,18.99999,0,1
2006,7,2ECFC84094,00,00,14.7,23.974309,223.145483,13.805725,0,62.33596,31,0,1
2006,8,2ECFC84094,00,00,14.7,17.978702,225.043748,0,0,62.33596,31,0,1
2006,9,2ECFC84094,00,00,14.7,9.858224,252.370521,0,0,62.33596,30,0,1
2006,10,2ECFC84094,00,00,14.7,12.877872,209.725337,0,0,62.33596,31,0,1
2006,11,2ECFC84094,00,00,14.7,11.93386,217.461441,0,0,62.33596,27.99999,0,1
2006,12,2ECFC84094,00,00,14.7,17.481604,258.478006,0,0,62.33596,29.999971,0,1
2007,1,2ECFC84094,00,00,14.7,20.620421,289.310753,0,0,62.33596,31,0,1
2007,2,2ECFC84094,00,00,14.7,9.895214,311.369387,0,0,62.33596,28,0,1
2007,3,2ECFC84094,00,00,14.7,11.343971,297.612402,0,0,62.33596,29.999971,0,1
2007,4,2ECFC84094,00,00,14.7,13.256816,276.585382,0,0,62.33596,30,0,1
