wellName,wellAPI,boreID,compSubId,Type,X,Y,TD,isHorizontal,reservoir,faultBlock,compartment,maxBHP,long,lat
Well305,2ECFC84558,00,00,Injector,15465.70937,21636.68568,8635.17088,0,Red,,,6276.122853,21.2105792,-33.18053793
Well307,2ECFC84576,00,00,Injector,23172.34669,20642.64559,8028.21548,0,Red,,,6122.334571,21.23578305,-33.18326976
Well310,2ECFC845A8,00,00,Injector,20229.88941,20235.89374,8180.77454,0,Rock,,,6202.601287,21.22616001,-33.1843876
Well311,2ECFC845DA,00,00,Injector,16403.85684,33049.1838,7974.08162,0,Maine,,,6101.04192,21.21364732,-33.14917404
Well316,2ECFC8471A,00,00,Injector,19970.79162,25612.54118,7857.6118,0,Red,,,6018.565976,21.22531266,-33.16961146
Well317,2ECFC84724,00,00,Injector,22678.88096,24694.94553,7770.66954,0,Red,,,6012.021794,21.23416922,-33.1721332
Well318,2ECFC8472E,00,00,Injector,21542.34175,26485.37292,7422.9005,0,Red,,,5993.062914,21.23045227,-33.16721274
Well321,2ECFC8474C,00,00,Injector,21058.8696,24220.56797,7723.09736,0,Red,,,6023.654036,21.22887112,-33.17343689
Well326,AR0BEBD415,00,00,Injector,25253.45184,18929.22715,7710.072425,0,Red,,,6311.722019,21.24258912,-33.18797859
Well327,AR0BEBD432,00,00,Injector,25905.20421,17580.57456,7893.799465,0,Red,,,6400.665789,21.24472061,-33.19168496
Well328,AR0BEBD4A8,00,00,Injector,20126.26027,18863.61487,7542.65116,0,Red,,,6239.541318,21.2258211,-33.1881589
Well329,AR0BEBD600,00,00,Injector,25114.95346,13557.09871,8211.94252,0,Maine,,,6584.917136,21.24213617,-33.2027423
Well330,AR0BEBD606,00,00,Injector,13335.25573,30228.66624,7522.96612,0,Red,,,6238.387256,21.20361174,-33.1569254
Well331,AR0BEBD662,00,00,Injector,24749.12576,10418.65894,8413.71418,0,Maine,,,6677.908371,21.24093977,-33.21136738
Well333,AR0BEBD722,00,00,Injector,14908.76373,19086.33572,7829.72466,0,Red,,,6364.180598,21.20875776,-33.18754682
Well334,AR0BEBD732,00,00,Injector,23129.33921,19109.11232,7536.08948,0,Red,,,6220.686343,21.2356424,-33.18748422
Well338,AR0BEBDA4D,00,00,Injector,18292.03802,17288.4474,7068.438546,0,Red,,,6315.660353,21.21982245,-33.19248883
Well339,AR0BEBDA4E,00,00,Injector,20110.82243,16351.25244,7197.834876,0,Maine,,,6386.246979,21.22583214,-33.19506446
Well353,AR0BEBDD17,00,00,Injector,10047.17287,40213.70494,7790.35458,0,Red,,,6371.831517,21.19285837,-33.12948446
Well360,AR0BEBDD8E,00,00,Injector,14776.52079,12714.37816,8559.71156,0,Red,,,6637.865563,21.20832527,-33.20505827
Well369,AR0BEBDFCB,00,00,Injector,21763.76497,12062.96586,8668.077705,0,Red,,,6519.696351,21.23117641,-33.20684849
Well370,AR0BEBDFD4,00,00,Injector,10114.70964,22194.79151,8267.7168,0,Red,,,6567.830461,21.19307924,-33.17900414
Well372,AR0BEBE004,00,00,Injector,19135.01253,11760.35316,8264.43596,0,Red,,,6559.27903,21.22257932,-33.20768013
Well373,AR0BEBE00A,00,00,Injector,17683.90986,15967.1191,8074.14724,0,Red,,,6391.974111,21.21783362,-33.19611907
Well374,AR0BEBE085,00,00,Injector,16428.50027,17039.90209,7847.76928,0,Maine,,,6436.310959,21.21372792,-33.19317084
Well375,AR0BEBE08B,00,00,Injector,14271.17127,13991.53169,8359.58032,0,Red,,,6613.017002,21.20667257,-33.20154839
Well376,AR0BEBE0B2,00,00,Injector,24027.4645,17115.55004,7634.51468,0,Rock,,,6320.761704,21.23857964,-33.19296294
